No.,Time,Tspan(s),G_High,G_Avg,G_Low
3839,2026-05-25 15:15:47:767,153.462, 128.89,  72.94,  55.78
3840,2026-05-25 15:15:47:807,153.501, 128.89,  72.94,  59.21
3841,2026-05-25 15:15:47:849,153.543, 128.89,  73.98,  55.78
3842,2026-05-25 15:15:47:887,153.581, 128.89,  73.98,  55.78
3843,2026-05-25 15:15:47:928,153.623, 128.89,  74.32,  59.21
3844,2026-05-25 15:15:47:967,153.662, 128.89,  74.32,  59.21
3845,2026-05-25 15:15:48:009,153.703, 128.89,  73.98,  55.78
3846,2026-05-25 15:15:48:050,153.744, 126.50,  74.32,  59.21
3847,2026-05-25 15:15:48:089,153.784, 128.89,  74.32,  55.78
3848,2026-05-25 15:15:48:127,153.821, 128.89,  74.32,  55.78
3849,2026-05-25 15:15:48:167,153.861, 128.89,  74.32,  59.21
3850,2026-05-25 15:15:48:205,153.899, 128.89,  74.67,  55.78
3851,2026-05-25 15:15:48:247,153.941, 128.89,  74.67,  59.21
3852,2026-05-25 15:15:48:285,153.980, 128.89,  74.32,  55.78
3853,2026-05-25 15:15:48:325,154.019, 128.89,  74.32,  59.21
3854,2026-05-25 15:15:48:365,154.060, 128.89,  73.98,  55.78
3855,2026-05-25 15:15:48:407,154.102, 128.89,  73.98,  59.21
3856,2026-05-25 15:15:48:447,154.142, 128.89,  74.32,  55.78
3857,2026-05-25 15:15:48:485,154.180, 128.89,  74.32,  59.21
3858,2026-05-25 15:15:48:526,154.220, 128.89,  73.98,  55.78
3859,2026-05-25 15:15:48:565,154.259, 128.89,  74.32,  59.21
3860,2026-05-25 15:15:48:607,154.301, 128.89,  74.32,  55.78
3861,2026-05-25 15:15:48:647,154.342, 128.89,  73.98,  59.21
3862,2026-05-25 15:15:48:687,154.381, 128.89,  73.63,  55.78
3863,2026-05-25 15:15:48:726,154.421, 128.89,  73.63,  59.21
3864,2026-05-25 15:15:48:767,154.461, 126.50,  73.29,  59.21
3865,2026-05-25 15:15:48:807,154.502, 126.50,  73.29,  55.78
3866,2026-05-25 15:15:48:847,154.541, 128.89,  73.63,  59.21
3867,2026-05-25 15:15:48:887,154.582, 128.89,  73.63,  55.78
3868,2026-05-25 15:15:48:925,154.619, 128.89,  73.29,  59.21
3869,2026-05-25 15:15:48:965,154.659, 126.50,  73.29,  55.78
3870,2026-05-25 15:15:49:007,154.701, 126.50,  73.29,  55.78
3871,2026-05-25 15:15:49:047,154.741, 128.89,  73.63,  55.78
3872,2026-05-25 15:15:49:087,154.781, 126.50,  73.29,  55.78
3873,2026-05-25 15:15:49:127,154.821, 128.89,  76.03,  59.21
3874,2026-05-25 15:15:49:167,154.862, 128.89,  76.03,  62.57
3875,2026-05-25 15:15:49:205,154.899, 128.89,  75.69,  59.21
3876,2026-05-25 15:15:49:247,154.941, 128.89,  75.69,  59.21
3877,2026-05-25 15:15:49:285,154.979, 128.89,  76.03,  55.78
3878,2026-05-25 15:15:49:326,155.020, 128.89,  76.03,  59.21
3879,2026-05-25 15:15:49:365,155.060, 128.89,  76.71,  62.57
3880,2026-05-25 15:15:49:406,155.100, 128.89,  76.71,  59.21
3881,2026-05-25 15:15:49:445,155.139, 128.89,  76.37,  59.21
3882,2026-05-25 15:15:49:485,155.180, 128.89,  76.03,  59.21
3883,2026-05-25 15:15:49:525,155.220, 128.89,  76.03,  59.21
3884,2026-05-25 15:15:49:565,155.259, 128.89,  76.37,  59.21
3885,2026-05-25 15:15:49:607,155.301, 128.89,  76.37,  62.57
3886,2026-05-25 15:15:49:647,155.341, 128.89,  76.71,  62.57
3887,2026-05-25 15:15:49:691,155.385, 128.89,  76.71,  62.57
3888,2026-05-25 15:15:49:727,155.422, 128.89,  76.71,  62.57
3889,2026-05-25 15:15:49:765,155.460, 128.89,  76.37,  59.21
3890,2026-05-25 15:15:49:805,155.500, 128.89,  76.03,  62.57
3891,2026-05-25 15:15:49:845,155.539, 128.89,  76.37,  59.21
3892,2026-05-25 15:15:49:888,155.583, 128.89,  76.71,  55.78
3893,2026-05-25 15:15:49:929,155.624, 128.89,  77.05,  62.57
3894,2026-05-25 15:15:49:965,155.659, 128.89,  77.05,  59.21
3895,2026-05-25 15:15:50:005,155.699, 128.89,  77.05,  62.57
3896,2026-05-25 15:15:50:046,155.740, 128.89,  76.71,  62.57
3897,2026-05-25 15:15:50:087,155.781, 126.50,  77.05,  59.21
3898,2026-05-25 15:15:50:126,155.821, 126.50,  73.98,  59.21
3899,2026-05-25 15:15:50:166,155.861, 128.89,  73.98,  55.78
3900,2026-05-25 15:15:50:206,155.901, 128.89,  74.32,  55.78
3901,2026-05-25 15:15:50:246,155.941, 128.89,  74.32,  55.78
3902,2026-05-25 15:15:50:285,155.980, 126.50,  74.67,  55.78
3903,2026-05-25 15:15:50:325,156.019, 128.89,  74.32,  55.78
3904,2026-05-25 15:15:50:366,156.060, 126.50,  74.32,  55.78
3905,2026-05-25 15:15:50:407,156.101, 124.36,  74.32,  55.78
3906,2026-05-25 15:15:50:448,156.142, 128.89,  75.01,  55.78
3907,2026-05-25 15:15:50:485,156.180, 128.89,  74.67,  59.21
3908,2026-05-25 15:15:50:525,156.219, 126.50,  74.67,  55.78
3909,2026-05-25 15:15:50:567,156.261, 126.50,  74.32,  59.21
3910,2026-05-25 15:15:50:607,156.301, 126.50,  74.32,  59.21
3911,2026-05-25 15:15:50:647,156.341, 126.50,  74.32,  59.21
3912,2026-05-25 15:15:50:687,156.381, 126.50,  74.32,  55.78
3913,2026-05-25 15:15:50:725,156.419, 126.50,  73.98,  55.78
3914,2026-05-25 15:15:50:768,156.462, 126.50,  73.98,  59.21
3915,2026-05-25 15:15:50:807,156.501, 126.50,  74.32,  59.21
3916,2026-05-25 15:15:50:847,156.541, 128.89,  74.32,  55.78
3917,2026-05-25 15:15:50:887,156.581, 126.50,  74.32,  55.78
3918,2026-05-25 15:15:50:927,156.621, 126.50,  74.32,  59.21
3919,2026-05-25 15:15:50:966,156.660, 126.50,  74.32,  55.78
3920,2026-05-25 15:15:51:007,156.701, 126.50,  74.32,  55.78
3921,2026-05-25 15:15:51:047,156.741, 126.50,  74.32,  59.21
3922,2026-05-25 15:15:51:085,156.779, 128.89,  74.67,  59.21
3923,2026-05-25 15:15:51:126,156.820, 126.50,  74.32,  55.78
3924,2026-05-25 15:15:51:167,156.861, 128.89,  74.67,  59.21
3925,2026-05-25 15:15:51:207,156.901, 128.89,  74.32,  59.21
3926,2026-05-25 15:15:51:245,156.939, 126.50,  74.32,  59.21
3927,2026-05-25 15:15:51:287,156.981, 126.50,  73.98,  59.21
3928,2026-05-25 15:15:51:324,157.019, 126.50,  73.98,  55.78
3929,2026-05-25 15:15:51:365,157.060, 126.50,  73.63,  55.78
3930,2026-05-25 15:15:51:405,157.100, 126.50,  73.98,  59.21
3931,2026-05-25 15:15:51:444,157.139, 126.50,  73.29,  55.78
3932,2026-05-25 15:15:51:485,157.180, 124.36,  72.94,  55.78
3933,2026-05-25 15:15:51:525,157.219, 126.50,  73.29,  55.78
3934,2026-05-25 15:15:51:564,157.259, 126.50,  73.29,  55.78
3935,2026-05-25 15:15:51:605,157.299, 126.50,  73.29,  59.21
3936,2026-05-25 15:15:51:646,157.341, 124.36,  73.63,  55.78
3937,2026-05-25 15:15:51:687,157.381, 124.36,  73.63,  55.78
3938,2026-05-25 15:15:51:730,157.425, 124.36,  74.32,  59.21
3939,2026-05-25 15:15:51:767,157.462, 126.50,  74.32,  59.21
3940,2026-05-25 15:15:51:807,157.501, 126.50,  73.98,  55.78
3941,2026-05-25 15:15:51:847,157.541, 124.36,  73.63,  59.21
3942,2026-05-25 15:15:51:888,157.583, 126.50,  73.98,  59.21
3943,2026-05-25 15:15:51:929,157.623, 126.50,  73.98,  55.78
3944,2026-05-25 15:15:51:968,157.662, 126.50,  73.98,  59.21
3945,2026-05-25 15:15:52:010,157.705, 124.36,  73.98,  59.21
3946,2026-05-25 15:15:52:049,157.743, 124.36,  73.63,  55.78
3947,2026-05-25 15:15:52:089,157.783, 126.50,  73.63,  55.78
3948,2026-05-25 15:15:52:127,157.821, 126.50,  73.98,  55.78
3949,2026-05-25 15:15:52:165,157.859, 128.89,  77.05,  59.21
3950,2026-05-25 15:15:52:205,157.900, 126.50,  76.71,  62.57
3951,2026-05-25 15:15:52:247,157.941, 128.89,  76.71,  59.21
3952,2026-05-25 15:15:52:287,157.981, 128.89,  76.71,  62.57
3953,2026-05-25 15:15:52:327,158.022, 128.89,  76.37,  62.57
3954,2026-05-25 15:15:52:364,158.059, 126.50,  76.03,  62.57
3955,2026-05-25 15:15:52:404,158.099, 126.50,  75.69,  59.21
3956,2026-05-25 15:15:52:447,158.142, 126.50,  75.69,  62.57
3957,2026-05-25 15:15:52:485,158.180, 126.50,  75.35,  62.57
3958,2026-05-25 15:15:52:525,158.220, 126.50,  75.35,  59.21
3959,2026-05-25 15:15:52:566,158.261, 126.50,  75.01,  59.21
3960,2026-05-25 15:15:52:607,158.302, 126.50,  75.69,  59.21
3961,2026-05-25 15:15:52:647,158.342, 128.89,  75.69,  59.21
3962,2026-05-25 15:15:52:688,158.382, 128.89,  76.03,  62.57
3963,2026-05-25 15:15:52:727,158.421, 126.50,  76.71,  62.57
3964,2026-05-25 15:15:52:767,158.461, 126.50,  76.71,  65.86
3965,2026-05-25 15:15:52:807,158.501, 128.89,  76.71,  62.57
3966,2026-05-25 15:15:52:847,158.541, 128.89,  76.71,  59.21
3967,2026-05-25 15:15:52:885,158.579, 124.36,  76.71,  62.57
3968,2026-05-25 15:15:52:926,158.620, 126.50,  76.37,  62.57
3969,2026-05-25 15:15:52:965,158.659, 126.50,  76.71,  59.21
3970,2026-05-25 15:15:53:007,158.701, 126.50,  76.71,  59.21
3971,2026-05-25 15:15:53:048,158.742, 126.50,  76.37,  62.57
3972,2026-05-25 15:15:53:086,158.781, 128.89,  76.03,  59.21
3973,2026-05-25 15:15:53:127,158.821, 124.36,  76.03,  59.21
3974,2026-05-25 15:15:53:167,158.861, 126.50,  76.03,  62.57
3975,2026-05-25 15:15:53:204,158.899, 128.89,  79.07,  62.57
3976,2026-05-25 15:15:53:244,158.939, 128.89,  78.74,  65.86
3977,2026-05-25 15:15:53:286,158.980, 128.89,  78.74,  62.57
3978,2026-05-25 15:15:53:326,159.021, 128.89,  78.74,  65.86
3979,2026-05-25 15:15:53:364,159.059, 128.89,  78.74,  62.57
3980,2026-05-25 15:15:53:404,159.099, 128.89,  78.74,  65.86
3981,2026-05-25 15:15:53:445,159.140, 128.89,  79.07,  62.57
3982,2026-05-25 15:15:53:485,159.180, 128.89,  79.07,  65.86
3983,2026-05-25 15:15:53:525,159.219, 128.89,  79.41,  65.86
3984,2026-05-25 15:15:53:565,159.260, 128.89,  79.41,  65.86
3985,2026-05-25 15:15:53:604,159.299, 128.89,  79.41,  65.86
3986,2026-05-25 15:15:53:644,159.339, 128.89,  78.74,  65.86
3987,2026-05-25 15:15:53:687,159.381, 128.89,  79.07,  65.86
3988,2026-05-25 15:15:53:726,159.421, 128.89,  78.74,  65.86
3989,2026-05-25 15:15:53:771,159.466, 128.89,  79.07,  65.86
3990,2026-05-25 15:15:53:807,159.502, 128.89,  79.07,  62.57
3991,2026-05-25 15:15:53:847,159.542, 128.89,  79.41,  65.86
3992,2026-05-25 15:15:53:887,159.582, 128.89,  79.41,  65.86
3993,2026-05-25 15:15:53:927,159.621, 128.89,  79.41,  65.86
3994,2026-05-25 15:15:53:967,159.662, 128.89,  79.41,  65.86
3995,2026-05-25 15:15:54:008,159.702, 128.89,  79.41,  65.86
3996,2026-05-25 15:15:54:049,159.743, 128.89,  79.41,  65.86
3997,2026-05-25 15:15:54:090,159.784, 128.89,  79.41,  65.86
3998,2026-05-25 15:15:54:130,159.824, 128.89,  79.07,  62.57
3999,2026-05-25 15:15:54:166,159.861, 126.50,  79.07,  65.86
4000,2026-05-25 15:15:54:205,159.899, 128.89,  81.73,  65.86
4001,2026-05-25 15:15:54:247,159.941, 131.00,  81.73,  69.08
4002,2026-05-25 15:15:54:286,159.981, 128.89,  81.73,  69.08
4003,2026-05-25 15:15:54:324,160.019, 128.89,  81.73,  69.08
4004,2026-05-25 15:15:54:365,160.060, 128.89,  81.40,  65.86
4005,2026-05-25 15:15:54:407,160.101, 128.89,  81.40,  69.08
4006,2026-05-25 15:15:54:447,160.141, 128.89,  81.73,  65.86
4007,2026-05-25 15:15:54:485,160.179, 128.89,  81.73,  69.08
4008,2026-05-25 15:15:54:525,160.219, 128.89,  81.73,  65.86
4009,2026-05-25 15:15:54:566,160.261, 128.89,  81.73,  69.08
4010,2026-05-25 15:15:54:605,160.300, 128.89,  81.73,  69.08
4011,2026-05-25 15:15:54:647,160.341, 128.89,  81.73,  65.86
4012,2026-05-25 15:15:54:685,160.379, 128.89,  82.06,  71.90
4013,2026-05-25 15:15:54:726,160.421, 128.89,  82.06,  69.08
4014,2026-05-25 15:15:54:767,160.461, 128.89,  82.06,  69.08
4015,2026-05-25 15:15:54:805,160.499, 128.89,  82.06,  69.08
4016,2026-05-25 15:15:54:847,160.541, 128.89,  82.39,  69.08
4017,2026-05-25 15:15:54:887,160.581, 128.89,  82.06,  69.08
4018,2026-05-25 15:15:54:927,160.621, 128.89,  82.06,  69.08
4019,2026-05-25 15:15:54:965,160.660, 131.00,  82.06,  69.08
4020,2026-05-25 15:15:55:007,160.701, 128.89,  82.06,  71.90
4021,2026-05-25 15:15:55:045,160.739, 128.89,  82.06,  69.08
4022,2026-05-25 15:15:55:087,160.781, 128.89,  82.39,  69.08
4023,2026-05-25 15:15:55:127,160.822, 128.89,  82.39,  69.08
4024,2026-05-25 15:15:55:167,160.861, 128.89,  82.06,  69.08
4025,2026-05-25 15:15:55:207,160.901, 128.89,  81.73,  69.08
4026,2026-05-25 15:15:55:247,160.941, 128.89,  81.73,  69.08
4027,2026-05-25 15:15:55:287,160.981, 128.89,  81.73,  69.08
4028,2026-05-25 15:15:55:326,161.020, 128.89,  81.40,  69.08
4029,2026-05-25 15:15:55:367,161.062, 128.89,  81.73,  69.08
4030,2026-05-25 15:15:55:405,161.099, 128.89,  81.73,  69.08
4031,2026-05-25 15:15:55:445,161.139, 128.89,  81.73,  69.08
4032,2026-05-25 15:15:55:486,161.180, 128.89,  81.40,  65.86
4033,2026-05-25 15:15:55:525,161.219, 128.89,  81.40,  69.08
4034,2026-05-25 15:15:55:565,161.259, 128.89,  81.40,  69.08
4035,2026-05-25 15:15:55:605,161.299, 128.89,  81.40,  69.08
4036,2026-05-25 15:15:55:647,161.341, 128.89,  81.40,  69.08
4037,2026-05-25 15:15:55:687,161.381, 128.89,  81.40,  69.08
4038,2026-05-25 15:15:55:727,161.421, 128.89,  81.40,  69.08
4039,2026-05-25 15:15:55:772,161.466, 128.89,  81.40,  69.08
4040,2026-05-25 15:15:55:807,161.502, 128.89,  81.40,  69.08
4041,2026-05-25 15:15:55:848,161.542, 128.89,  81.73,  69.08
4042,2026-05-25 15:15:55:887,161.582, 128.89,  81.73,  65.86
4043,2026-05-25 15:15:55:927,161.621, 128.89,  81.73,  69.08
4044,2026-05-25 15:15:55:967,161.662, 128.89,  81.73,  69.08
4045,2026-05-25 15:15:56:006,161.700, 128.89,  81.73,  69.08
4046,2026-05-25 15:15:56:045,161.739, 128.89,  81.40,  69.08
4047,2026-05-25 15:15:56:085,161.780, 128.89,  81.73,  69.08
4048,2026-05-25 15:15:56:125,161.819, 128.89,  81.40,  69.08
4049,2026-05-25 15:15:56:166,161.861, 128.89,  81.40,  69.08
4050,2026-05-25 15:15:56:204,161.899, 128.89,  81.40,  69.08
4051,2026-05-25 15:15:56:245,161.939, 128.89,  81.40,  69.08
4052,2026-05-25 15:15:56:285,161.979, 128.89,  81.07,  65.86
4053,2026-05-25 15:15:56:325,162.019, 128.89,  81.40,  65.86
4054,2026-05-25 15:15:56:365,162.059, 128.89,  81.73,  69.08
4055,2026-05-25 15:15:56:406,162.101, 128.89,  81.73,  69.08
4056,2026-05-25 15:15:56:445,162.140, 128.89,  81.73,  69.08
4057,2026-05-25 15:15:56:485,162.180, 128.89,  81.73,  65.86
4058,2026-05-25 15:15:56:525,162.220, 128.89,  81.40,  69.08
4059,2026-05-25 15:15:56:565,162.260, 128.89,  81.40,  65.86
4060,2026-05-25 15:15:56:604,162.299, 128.89,  81.40,  69.08
4061,2026-05-25 15:15:56:645,162.339, 128.89,  81.73,  65.86
4062,2026-05-25 15:15:56:686,162.380, 128.89,  81.40,  69.08
4063,2026-05-25 15:15:56:726,162.420, 128.89,  81.40,  65.86
4064,2026-05-25 15:15:56:767,162.461, 128.89,  81.40,  69.08
4065,2026-05-25 15:15:56:807,162.501, 128.89,  81.40,  69.08
4066,2026-05-25 15:15:56:845,162.539, 128.89,  81.40,  69.08
4067,2026-05-25 15:15:56:884,162.579, 128.89,  81.40,  69.08
4068,2026-05-25 15:15:56:926,162.620, 128.89,  81.40,  69.08
4069,2026-05-25 15:15:56:965,162.660, 128.89,  81.40,  69.08
4070,2026-05-25 15:15:57:007,162.701, 128.89,  81.40,  69.08
4071,2026-05-25 15:15:57:047,162.741, 128.89,  81.40,  69.08
4072,2026-05-25 15:15:57:087,162.781, 126.50,  81.07,  69.08
4073,2026-05-25 15:15:57:126,162.821, 128.89,  81.40,  69.08
4074,2026-05-25 15:15:57:167,162.861, 128.89,  81.40,  69.08
4075,2026-05-25 15:15:57:206,162.900, 128.89,  81.40,  69.08
4076,2026-05-25 15:15:57:247,162.941, 128.89,  81.40,  65.86
4077,2026-05-25 15:15:57:287,162.981, 128.89,  81.40,  65.86
4078,2026-05-25 15:15:57:327,163.021, 128.89,  81.40,  65.86
4079,2026-05-25 15:15:57:365,163.059, 128.89,  81.73,  69.08
4080,2026-05-25 15:15:57:406,163.100, 126.50,  81.40,  69.08
4081,2026-05-25 15:15:57:445,163.139, 126.50,  81.40,  65.86
4082,2026-05-25 15:15:57:485,163.179, 128.89,  81.40,  69.08
4083,2026-05-25 15:15:57:526,163.220, 126.50,  81.73,  65.86
4084,2026-05-25 15:15:57:565,163.259, 128.89,  81.40,  69.08
4085,2026-05-25 15:15:57:605,163.299, 128.89,  81.40,  69.08
4086,2026-05-25 15:15:57:645,163.339, 128.89,  81.40,  69.08
4087,2026-05-25 15:15:57:689,163.383, 126.50,  81.40,  69.08
4088,2026-05-25 15:15:57:726,163.420, 128.89,  81.07,  65.86
4089,2026-05-25 15:15:57:767,163.461, 126.50,  81.07,  65.86
4090,2026-05-25 15:15:57:807,163.501, 126.50,  80.74,  69.08
4091,2026-05-25 15:15:57:852,163.546, 128.89,  80.74,  69.08
4092,2026-05-25 15:15:57:888,163.582, 126.50,  81.07,  69.08
4093,2026-05-25 15:15:57:928,163.622, 128.89,  81.40,  69.08
4094,2026-05-25 15:15:57:968,163.662, 126.50,  81.07,  65.86
4095,2026-05-25 15:15:58:007,163.701, 126.50,  81.07,  65.86
4096,2026-05-25 15:15:58:048,163.742, 126.50,  81.07,  65.86
4097,2026-05-25 15:15:58:088,163.783, 126.50,  80.74,  69.08
4098,2026-05-25 15:15:58:128,163.822, 128.89,  80.41,  69.08
4099,2026-05-25 15:15:58:169,163.863, 126.50,  80.74,  65.86
4100,2026-05-25 15:15:58:208,163.902, 128.89,  80.41,  69.08
4101,2026-05-25 15:15:58:247,163.942, 126.50,  80.74,  65.86
4102,2026-05-25 15:15:58:284,163.979, 126.50,  81.07,  69.08
4103,2026-05-25 15:15:58:326,164.021, 126.50,  81.07,  65.86
4104,2026-05-25 15:15:58:364,164.059, 128.89,  81.07,  69.08
4105,2026-05-25 15:15:58:407,164.101, 126.50,  81.40,  65.86
4106,2026-05-25 15:15:58:445,164.139, 126.50,  80.74,  65.86
4107,2026-05-25 15:15:58:485,164.180, 128.89,  81.07,  69.08
4108,2026-05-25 15:15:58:525,164.219, 128.89,  81.40,  69.08
4109,2026-05-25 15:15:58:566,164.260, 128.89,  81.40,  69.08
4110,2026-05-25 15:15:58:606,164.300, 126.50,  81.40,  65.86
4111,2026-05-25 15:15:58:645,164.339, 128.89,  81.40,  65.86
4112,2026-05-25 15:15:58:686,164.380, 128.89,  81.73,  65.86
4113,2026-05-25 15:15:58:727,164.421, 128.89,  81.40,  69.08
4114,2026-05-25 15:15:58:766,164.460, 126.50,  81.40,  69.08
4115,2026-05-25 15:15:58:805,164.499, 128.89,  81.73,  69.08
4116,2026-05-25 15:15:58:847,164.541, 126.50,  81.73,  65.86
4117,2026-05-25 15:15:58:886,164.581, 128.89,  81.73,  69.08
4118,2026-05-25 15:15:58:927,164.621, 128.89,  81.40,  69.08
4119,2026-05-25 15:15:58:965,164.660, 126.50,  81.40,  65.86
4120,2026-05-25 15:15:59:005,164.699, 128.89,  81.40,  65.86
4121,2026-05-25 15:15:59:046,164.740, 128.89,  81.07,  69.08
4122,2026-05-25 15:15:59:087,164.781, 126.50,  81.07,  69.08
4123,2026-05-25 15:15:59:127,164.821, 126.50,  81.40,  65.86
4124,2026-05-25 15:15:59:166,164.861, 126.50,  81.40,  69.08
4125,2026-05-25 15:15:59:207,164.901, 126.50,  81.40,  69.08
4126,2026-05-25 15:15:59:245,164.939, 128.89,  81.40,  69.08
4127,2026-05-25 15:15:59:285,164.980, 128.89,  81.40,  65.86
4128,2026-05-25 15:15:59:325,165.019, 126.50,  81.40,  65.86
4129,2026-05-25 15:15:59:365,165.059, 126.50,  81.40,  69.08
4130,2026-05-25 15:15:59:405,165.099, 126.50,  81.40,  65.86
4131,2026-05-25 15:15:59:444,165.139, 126.50,  81.40,  69.08
4132,2026-05-25 15:15:59:484,165.179, 128.89,  81.40,  69.08
4133,2026-05-25 15:15:59:524,165.219, 128.89,  81.73,  69.08
4134,2026-05-25 15:15:59:565,165.260, 126.50,  81.73,  69.08
4135,2026-05-25 15:15:59:604,165.299, 126.50,  81.73,  69.08
4136,2026-05-25 15:15:59:645,165.340, 128.89,  81.73,  69.08
4137,2026-05-25 15:15:59:685,165.380, 126.50,  81.73,  69.08
4138,2026-05-25 15:15:59:724,165.419, 128.89,  81.73,  69.08
4139,2026-05-25 15:15:59:765,165.460, 128.89,  81.73,  69.08
4140,2026-05-25 15:15:59:807,165.502, 126.50,  81.40,  69.08
4141,2026-05-25 15:15:59:847,165.542, 126.50,  81.07,  65.86
4142,2026-05-25 15:15:59:888,165.583, 126.50,  81.40,  69.08
4143,2026-05-25 15:15:59:930,165.625, 126.50,  81.40,  69.08
4144,2026-05-25 15:15:59:967,165.661, 126.50,  81.40,  65.86
4145,2026-05-25 15:16:00:008,165.703, 128.89,  81.40,  65.86
4146,2026-05-25 15:16:00:048,165.743, 126.50,  81.40,  69.08
4147,2026-05-25 15:16:00:088,165.783, 128.89,  81.40,  65.86
4148,2026-05-25 15:16:00:128,165.822, 126.50,  81.40,  69.08
4149,2026-05-25 15:16:00:168,165.862, 128.89,  81.40,  65.86
4150,2026-05-25 15:16:00:208,165.902, 126.50,  81.40,  69.08
4151,2026-05-25 15:16:00:248,165.943, 126.50,  81.07,  65.86
4152,2026-05-25 15:16:00:288,165.982, 126.50,  81.07,  65.86
4153,2026-05-25 15:16:00:325,166.020, 126.50,  79.41,  62.57
4154,2026-05-25 15:16:00:364,166.059, 124.36,  79.07,  62.57
4155,2026-05-25 15:16:00:404,166.099, 124.36,  79.07,  62.57
4156,2026-05-25 15:16:00:444,166.139, 126.50,  79.07,  65.86
4157,2026-05-25 15:16:00:484,166.179, 126.50,  79.07,  65.86
4158,2026-05-25 15:16:00:525,166.219, 126.50,  79.07,  65.86
4159,2026-05-25 15:16:00:565,166.260, 124.36,  78.74,  65.86
4160,2026-05-25 15:16:00:605,166.299, 124.36,  79.07,  65.86
4161,2026-05-25 15:16:00:644,166.339, 126.50,  78.74,  65.86
4162,2026-05-25 15:16:00:685,166.379, 121.92,  78.74,  65.86
4163,2026-05-25 15:16:00:724,166.419, 124.36,  78.74,  62.57
4164,2026-05-25 15:16:00:767,166.461, 124.36,  78.74,  62.57
4165,2026-05-25 15:16:00:807,166.501, 124.36,  79.07,  65.86
4166,2026-05-25 15:16:00:848,166.543, 124.36,  79.07,  65.86
4167,2026-05-25 15:16:00:891,166.586, 124.36,  79.07,  65.86
4168,2026-05-25 15:16:00:928,166.622, 124.36,  79.07,  65.86
4169,2026-05-25 15:16:00:965,166.660, 124.36,  79.41,  65.86
4170,2026-05-25 15:16:01:005,166.700, 124.36,  79.41,  65.86
4171,2026-05-25 15:16:01:045,166.739, 124.36,  78.74,  65.86
4172,2026-05-25 15:16:01:085,166.780, 124.36,  79.07,  65.86
4173,2026-05-25 15:16:01:124,166.819, 121.92,  78.74,  62.57
4174,2026-05-25 15:16:01:164,166.859, 124.36,  79.07,  65.86
4175,2026-05-25 15:16:01:204,166.899, 124.36,  79.07,  65.86
4176,2026-05-25 15:16:01:245,166.939, 124.36,  79.07,  62.57
4177,2026-05-25 15:16:01:284,166.979, 126.50,  79.07,  62.57
4178,2026-05-25 15:16:01:325,167.019, 124.36,  79.07,  62.57
4179,2026-05-25 15:16:01:366,167.060, 121.92,  76.03,  62.57
4180,2026-05-25 15:16:01:405,167.100, 119.74,  76.03,  62.57
4181,2026-05-25 15:16:01:445,167.139, 121.92,  76.37,  59.21
4182,2026-05-25 15:16:01:486,167.180, 124.36,  76.37,  59.21
4183,2026-05-25 15:16:01:525,167.219, 121.92,  76.03,  59.21
4184,2026-05-25 15:16:01:566,167.259, 121.92,  75.69,  59.21
4185,2026-05-25 15:16:01:605,167.299, 121.92,  75.35,  62.57
4186,2026-05-25 15:16:01:645,167.339, 121.92,  75.35,  62.57
4187,2026-05-25 15:16:01:685,167.379, 121.92,  75.69,  59.21
